finalResult,codeModule,moduleSession,Q1-ExternalQuiz,Q1-DataPlus,Q1-DualPlus,Q1-Folder,Q1-Forumng,Q1-Glossary,Q1-HomePage,Q1-HtmlActivity,Q1-OuCollaborate,Q1-OuContent,Q1-OuElluminate,Q1-OuWiki,Q1-PageClicks,Q1-Questionnaire,Q1-Quiz,Q1-RepeatActivity,Q1-Resource,Q1-SharedSubPage,Q1-SubPage,Q1-Url,Q2-ExternalQuiz,Q2-DataPlus,Q2-DualPlus,Q2-Folder,Q2-Forumng,Q2-Glossary,Q2-HomePage,Q2-HtmlActivity,Q2-OuCollaborate,Q2-OuContent,Q2-OuElluminate,Q2-OuWiki,Q2-PageClicks,Q2-Questionnaire,Q2-Quiz,Q2-RepeatActivity,Q2-Resource,Q2-SharedSubPage,Q2-SubPage,Q2-Url,Q3-ExternalQuiz,Q3-DataPlus,Q3-DualPlus,Q3-Folder,Q3-Forumng,Q3-Glossary,Q3-HomePage,Q3-HtmlActivity,Q3-OuCollaborate,Q3-OuContent,Q3-OuElluminate,Q3-OuWiki,Q3-PageClicks,Q3-Questionnaire,Q3-Quiz,Q3-RepeatActivity,Q3-Resource,Q3-SharedSubPage,Q3-SubPage,Q3-Url,Q4-ExternalQuiz,Q4-DataPlus,Q4-DualPlus,Q4-Folder,Q4-Forumng,Q4-Glossary,Q4-HomePage,Q4-HtmlActivity,Q4-OuCollaborate,Q4-OuContent,Q4-OuElluminate,Q4-OuWiki,Q4-PageClicks,Q4-Questionnaire,Q4-Quiz,Q4-RepeatActivity,Q4-Resource,Q4-SharedSubPage,Q4-SubPage,Q4-Url
Pass,3,0,0,0,0,0,87,0,181,0,0,191,0,32,0,0,301,0,35,0,113,11,0,0,1,0,36,0,84,0,0,97,0,26,0,0,0,0,13,0,0,0,0,0,0,0,63,0,69,0,0,79,0,0,0,0,0,0,9,0,33,4,0,0,0,0,7,0,28,0,13,9,0,0,0,0,0,0,8,0,19,3
Pass,4,0,0,0,0,0,155,0,252,0,0,204,0,0,0,0,1308,0,42,0,124,8,0,0,0,0,249,0,337,0,2,1519,0,438,0,0,486,0,38,0,0,0,0,0,0,0,192,0,182,0,0,593,0,0,0,0,426,0,35,0,37,5,0,0,0,0,124,0,127,0,3,655,0,3,2,0,199,0,36,0,22,17
Fail,6,0,0,0,0,0,4,1,35,0,0,16,0,0,0,0,3,0,18,0,12,0,0,0,0,0,0,1,24,0,0,75,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,1,0,0,0,0,996,0,712,0,0,735,10,18,10,10,311,0,18,0,276,19,0,0,0,0,363,0,440,0,0,594,7,2,1,0,331,0,13,0,0,0,11,0,0,0,370,0,366,0,0,388,0,0,2,17,160,0,3,0,50,6,1,0,0,0,115,0,88,0,0,200,0,0,0,0,0,0,2,0,21,2
Fail,5,1,0,0,0,0,76,0,26,0,0,519,1,21,6,9,41,0,16,0,86,8,0,0,0,0,26,0,38,0,0,572,0,0,1,0,344,0,16,0,0,0,8,0,0,0,0,0,21,0,0,240,0,0,0,3,316,0,1,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,4,0,0,0,0,0,125,0,159,0,0,482,0,0,0,0,127,0,5,0,12,46,0,0,0,0,39,0,66,0,0,347,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,1,0,0,0,0,0,4,0,9,0,0,1,0,0,0,0,24,0,7,0,5,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,3,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,2,1,0,0,0,0,136,0,288,0,1,224,11,41,2,0,237,0,57,0,191,16,0,0,7,0,92,0,217,0,0,236,8,49,0,0,36,0,35,0,0,0,0,0,9,0,65,0,218,0,0,217,9,0,1,0,226,0,40,0,196,22,0,0,4,0,20,0,94,0,0,32,0,0,3,0,78,0,19,0,80,1
Pass,1,0,0,0,0,0,114,1,84,0,0,45,0,0,0,0,34,0,7,0,12,17,0,0,0,0,145,0,61,0,0,9,0,0,0,0,24,0,0,0,0,0,0,0,0,0,22,0,31,0,0,18,0,0,0,0,16,0,0,0,5,7,0,0,0,0,22,0,16,0,0,2,0,0,0,0,12,0,9,0,5,1
Fail,3,0,0,0,0,0,18,0,30,0,0,25,0,0,0,0,0,0,4,0,8,2,0,0,0,0,0,0,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,41,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,3,0,6,2
Pass,6,0,0,0,0,0,2,0,28,0,0,19,0,0,0,0,0,0,10,0,2,0,0,0,0,0,15,0,16,0,0,42,0,0,0,0,18,0,0,0,0,0,0,0,0,0,57,0,17,0,0,36,0,0,0,0,34,0,0,0,0,0,0,0,0,0,6,0,24,0,0,73,0,0,0,0,50,0,3,0,3,0
Pass,5,1,0,0,0,0,60,0,44,0,0,142,0,3,2,0,30,0,5,0,51,12,0,2,0,0,0,0,49,0,0,403,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,55,0,0,284,0,0,0,0,713,0,7,0,93,8,3,0,0,0,0,0,49,0,0,282,1,0,1,0,74,0,6,0,34,0
Pass,1,0,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,14,0,0,22,0,0,0,0,41,0,3,0,0,0,0,0,0,0,3,1,21,0,4,98,0,0,0,0,14,0,4,0,11,1,0,0,0,0,16,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0
Pass,0,0,0,0,0,0,109,0,174,0,0,419,0,0,0,0,0,0,0,0,57,23,0,0,0,0,33,0,80,0,0,135,0,0,0,0,0,0,2,0,0,0,5,0,0,0,39,0,81,0,0,168,0,0,0,0,0,0,0,0,28,22,0,0,0,0,234,0,124,0,0,115,0,0,0,0,0,0,8,0,29,9
Pass,6,0,0,0,0,0,26,2,30,0,0,42,0,0,0,0,1,0,5,0,10,0,0,0,0,0,33,0,36,0,0,82,0,0,0,0,28,0,0,0,0,0,0,0,0,0,14,2,39,0,0,128,0,0,0,0,45,0,0,0,3,0,0,0,0,0,2,0,27,0,0,35,0,0,0,0,15,0,3,0,1,0
Pass,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,23,0,3,0,4,8
Pass,0,0,0,6,0,0,166,0,254,0,0,1005,0,0,0,0,0,0,1,0,114,80,3,0,0,0,135,0,112,0,0,359,0,0,0,0,0,0,2,0,0,0,0,0,0,0,163,0,170,0,0,530,0,0,0,0,0,0,3,0,64,40,0,0,0,0,162,0,109,0,0,208,0,0,0,0,0,0,8,0,29,9
Fail,3,1,0,0,0,0,126,0,89,0,0,149,12,37,0,0,0,0,39,0,157,11,0,0,14,0,147,0,59,0,0,168,5,19,0,0,0,0,17,0,0,0,0,0,3,0,49,0,11,0,0,61,0,0,0,0,0,0,2,0,46,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,3,1,0,0,0,0,0,0,21,0,0,16,0,0,0,0,0,0,3,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,4,1,0,0,0,0,132,0,137,0,16,137,0,0,0,0,140,0,4,0,31,28,0,0,0,0,0,0,22,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,0,0,0,0,0,24,0,61,0,0,81,0,5,2,3,1,0,4,0,21,1,0,1,0,0,37,0,83,0,0,290,0,0,1,0,236,0,7,0,0,0,0,0,0,0,12,0,40,0,0,172,0,0,0,0,356,0,9,0,36,3,0,0,0,1,14,0,22,0,0,83,0,0,0,0,89,0,1,0,8,0
Fail,3,0,0,0,0,0,43,0,55,0,0,75,0,20,0,0,0,0,31,0,59,5,0,0,0,0,3,0,14,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,20,0,24,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,2,0
Pass,4,0,0,0,0,0,53,0,97,0,4,350,0,0,0,0,79,0,10,0,4,24,0,0,0,0,37,0,54,0,0,166,0,31,0,0,0,0,18,0,0,0,0,0,0,0,15,0,47,0,0,147,0,0,0,0,81,0,2,0,0,8,0,0,0,0,1,0,28,0,0,56,0,0,0,0,0,0,8,0,0,10
Fail,0,0,0,0,0,0,5,1,74,0,0,56,0,0,0,0,0,0,3,0,22,1,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,27,0,0,4,0,0,0,0,0,0,4,0,7,0
Pass,5,0,0,0,0,0,665,0,757,2,6,719,0,61,4,9,264,0,22,0,300,42,0,0,0,0,78,0,193,4,2,684,0,5,7,0,135,0,16,0,0,0,36,0,0,0,126,0,255,0,9,736,0,0,9,26,42,0,23,0,117,37,8,0,0,0,3,0,110,1,0,395,0,0,8,3,93,0,9,0,67,5
Fail,3,0,0,0,0,0,16,0,21,0,0,22,0,2,0,0,0,0,0,0,12,1,0,0,1,0,0,0,20,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,6,0,0,0,0,0,35,0,37,0,0,43,0,0,0,0,0,0,16,0,23,0,0,0,0,0,53,0,42,0,0,69,0,0,0,0,0,0,6,0,0,0,0,0,0,0,67,0,80,0,0,117,0,0,0,0,101,0,7,0,17,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,25,0,3,0,4,0
Fail,1,0,0,0,0,0,4,0,36,0,0,0,0,0,0,0,1,0,13,0,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,3,0,0,0,0,0,92,15,433,0,56,102,0,0,0,0,0,0,168,0,363,62,0,0,1,0,1,0,164,0,8,23,0,0,0,0,0,0,90,0,0,0,0,0,4,0,131,0,169,0,62,49,0,0,0,0,0,0,40,0,97,30,0,0,21,0,224,0,264,0,97,9,0,0,0,0,0,0,107,0,169,32
Pass,1,1,0,0,0,0,12,0,13,0,0,3,0,0,0,0,18,0,19,0,27,5,0,0,0,0,29,0,26,0,0,7,0,0,0,0,33,0,18,0,0,0,0,0,0,0,8,0,26,0,0,21,0,0,0,0,34,0,25,0,47,11,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10,0,15,0
Pass,1,1,0,0,0,0,27,0,17,0,0,1,0,0,0,0,22,0,33,0,33,1,0,0,0,0,5,0,13,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,7,0,18,0,0,19,0,0,0,0,15,0,9,0,13,1,0,0,0,0,27,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
Pass,1,0,0,0,0,0,273,0,117,0,2,1,0,0,0,0,16,0,4,0,13,6,0,0,0,0,59,0,36,0,0,20,0,0,0,0,28,0,0,0,0,0,0,0,0,0,10,0,19,0,0,12,0,0,0,0,12,0,0,0,3,1,0,0,0,0,28,0,19,0,0,1,0,0,0,0,12,0,7,0,6,3
Fail,5,1,0,0,0,0,296,0,143,0,0,364,2,5,0,3,214,0,12,0,78,8,0,4,0,0,12,0,45,0,0,462,0,0,1,0,171,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,5,0,0,0,0,0,29,0,20,0,1,77,0,0,3,0,1,0,8,0,40,1,0,0,0,0,5,0,9,0,0,72,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,10,0,0,63,0,0,0,0,0,0,1,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,3,0,0,0,0,0,44,0,47,0,2,38,0,18,0,0,0,0,13,0,15,1,0,0,2,0,20,0,35,0,1,39,0,0,0,0,0,0,12,0,0,0,0,0,11,0,35,3,77,0,4,9,0,0,0,0,0,0,1,0,22,1,0,0,10,0,44,0,44,0,8,1,0,0,0,0,0,0,13,0,43,0
Pass,1,0,0,0,0,0,19,0,104,0,4,208,0,0,0,0,23,0,47,0,10,0,0,0,0,0,29,1,67,0,7,227,0,0,0,0,26,0,12,0,0,0,0,0,0,0,4,1,61,0,0,616,0,0,0,7,43,0,14,0,0,0,0,0,0,0,11,0,30,0,0,146,0,0,0,0,19,0,15,0,8,0
Pass,2,1,0,0,0,0,22,0,136,0,0,41,0,0,0,0,268,0,51,0,45,3,0,0,0,0,4,0,141,0,0,151,0,0,3,0,71,0,71,0,0,0,0,0,0,0,0,0,124,0,0,177,0,0,0,0,87,0,36,0,22,1,0,0,0,0,1,0,35,0,0,0,0,0,4,0,98,0,21,0,13,2
Fail,3,0,0,0,0,0,495,45,283,0,4,35,0,54,0,0,0,0,50,0,295,24,0,0,3,0,222,4,220,0,8,14,0,126,0,0,0,0,22,0,0,0,0,0,0,0,179,0,171,0,0,13,0,0,0,0,0,0,34,0,202,29,0,0,19,0,117,0,167,0,27,21,0,0,0,0,0,0,5,0,133,8
Pass,2,0,0,0,0,0,24,0,32,0,0,0,0,0,0,0,81,0,3,0,16,1,0,0,0,0,27,0,20,0,0,10,0,0,0,0,12,0,4,0,0,0,0,0,0,0,20,0,22,0,0,0,0,0,0,0,48,0,4,0,10,0,0,0,0,0,45,0,57,0,0,0,0,0,4,0,110,0,6,0,33,0
Pass,1,0,0,0,0,0,60,1,167,0,18,179,0,0,0,0,97,0,107,0,40,1,0,0,0,0,3,0,50,0,1,30,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,39,0,0,261,0,0,0,0,0,0,17,0,14,0,0,0,0,0,16,0,12,0,1,26,0,0,0,0,0,0,7,0,3,0
Pass,4,1,0,0,0,0,56,0,26,0,1,157,0,0,0,0,85,0,3,0,5,7,0,0,0,0,0,0,4,0,0,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,1,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,20,0,0,0,0,0,0,2,0,0,0
Pass,5,0,0,0,0,0,101,0,205,0,6,949,0,19,0,0,491,0,10,0,214,0,0,0,0,0,1,0,96,0,2,690,0,0,0,0,233,0,5,0,0,0,19,0,0,0,0,0,98,1,1,855,0,0,1,0,244,0,17,0,94,9,0,0,0,0,1,0,76,1,0,337,0,0,0,0,0,0,5,0,69,0
Fail,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,6,1,0,0,0,0,4,0,16,0,0,31,0,0,0,0,0,0,4,0,9,0,0,0,0,0,131,0,74,0,0,126,0,0,0,0,33,0,1,0,0,0,0,0,0,0,11,0,37,0,0,105,0,0,0,0,39,0,4,0,6,0,0,0,0,0,13,0,22,0,0,26,0,0,0,0,18,0,3,0,1,0
Fail,6,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,3,0,0,0,0,0,174,0,98,0,1,31,0,14,0,0,0,0,5,0,10,1,0,0,0,0,156,0,86,0,5,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,63,0,31,0,0,7,0,0,0,0,0,0,2,0,10,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,1,1,0,0,0,0,28,0,39,0,0,0,0,0,0,0,17,0,8,0,13,6,0,0,0,0,17,0,66,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,3,1,0,0,0,0,200,4,122,0,16,32,0,39,0,0,0,0,73,0,244,26,0,0,0,0,148,4,96,0,4,35,0,95,0,0,0,0,31,0,0,0,0,0,0,0,91,0,58,0,12,26,0,0,0,0,0,0,35,0,166,12,0,0,0,0,167,5,26,0,26,11,0,0,0,0,0,0,7,0,50,5
Pass,4,0,0,0,0,0,160,0,139,0,14,301,0,0,0,0,44,0,1,0,14,35,0,0,0,0,163,0,97,0,0,129,0,0,0,0,0,0,2,0,0,0,0,0,0,0,87,0,115,0,4,109,0,0,0,0,36,0,5,0,14,1,0,0,0,0,49,0,52,0,0,155,0,0,0,0,0,0,7,0,4,9
Pass,3,0,0,0,0,0,113,2,115,0,1,71,0,48,0,0,0,0,27,0,64,9,0,0,3,0,146,176,320,0,3,93,0,17,0,0,0,0,35,0,0,0,0,0,26,0,154,482,180,0,1,48,0,0,0,0,0,0,36,0,183,13,0,0,18,0,263,8,79,0,3,10,0,0,0,0,0,0,21,0,97,10
Fail,3,1,0,0,0,0,2,0,34,0,0,25,0,0,0,0,0,0,9,0,29,1,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,5,1,0,0,0,0,112,0,189,0,0,642,3,8,16,9,394,0,12,0,144,13,0,0,0,0,11,0,85,0,0,397,0,0,0,0,55,0,9,0,0,0,0,0,0,0,0,0,36,0,0,184,0,0,0,0,304,0,8,0,44,6,0,0,0,0,0,0,19,0,0,170,0,0,0,0,379,0,2,0,19,0
Fail,5,1,0,0,0,0,49,0,48,0,2,85,0,0,8,0,91,0,11,0,66,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,4,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,4,1,0,0,0,0,112,0,182,0,0,548,0,0,0,0,255,0,20,0,40,52,0,0,0,0,102,0,102,0,0,428,0,62,0,0,0,0,5,0,0,0,0,0,0,0,239,0,167,0,0,400,0,0,1,0,121,0,10,0,33,12,0,0,0,0,182,0,90,0,0,87,0,6,0,0,0,0,1,0,9,39
Pass,2,0,0,0,0,0,42,0,46,0,0,0,0,0,0,0,259,0,4,0,30,3,0,0,0,0,0,0,24,0,0,1,0,0,0,0,34,0,10,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,146,0,5,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,34,0,0,0,3,0
Pass,3,1,0,0,0,0,84,0,157,0,0,213,0,27,0,0,0,0,27,0,77,11,0,0,0,0,61,3,149,0,2,80,0,51,0,0,0,0,11,0,0,0,0,0,0,0,45,0,76,0,0,89,0,0,0,0,0,0,1,0,9,3,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,3,2
Pass,1,0,0,0,0,0,1,2,64,0,0,96,0,0,0,0,0,0,9,0,10,5,0,0,0,0,6,0,15,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,22,0,0,27,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,1,0,4,0
Pass,5,0,0,0,0,0,21,0,83,2,2,137,0,14,1,3,311,0,5,0,53,3,0,0,0,0,3,0,63,0,2,84,0,0,0,0,375,0,9,0,0,0,0,0,0,0,3,0,54,0,3,148,0,0,2,0,0,0,6,0,29,8,0,0,0,0,25,0,72,0,0,127,0,0,0,0,365,0,2,0,24,0
Pass,1,1,0,0,0,0,157,0,133,0,0,2,0,0,0,0,20,0,55,0,95,12,0,0,0,0,153,0,53,0,0,0,0,0,0,0,45,0,7,0,0,0,0,0,0,0,179,0,42,0,0,0,0,0,0,0,26,0,6,0,17,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,0,4,1
Pass,3,0,0,0,0,0,1366,0,633,0,5,99,0,29,0,0,598,0,43,0,120,12,0,0,0,0,241,0,125,0,0,39,0,0,0,0,23,0,14,0,0,0,0,0,0,0,142,0,212,0,0,34,0,0,0,0,172,0,42,0,84,6,0,0,7,0,21,0,97,0,0,17,0,0,0,0,509,0,23,0,95,14
Fail,1,0,0,0,0,0,61,0,58,0,0,1,0,0,0,0,7,0,13,0,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,5,1,0,0,0,0,294,0,139,0,6,232,0,10,6,9,55,0,9,0,64,5,0,0,0,0,79,0,63,0,0,178,0,1,0,0,33,0,35,0,0,0,0,0,0,0,79,0,74,0,0,198,0,0,0,0,333,0,35,0,46,12,0,0,0,3,32,0,30,0,1,121,0,0,0,0,1038,0,6,0,46,0
Pass,0,0,0,0,0,0,3,0,53,0,0,189,0,0,0,0,0,0,5,0,15,2,0,0,0,0,2,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,50,0,0,0,0,0,0,1,0,8,0,5,0,0,0,2,0,37,0,0,359,0,0,0,0,0,0,4,0,12,0
Fail,0,0,0,0,0,0,18,0,37,0,0,85,0,0,0,0,0,0,2,0,16,7,0,0,0,0,30,0,44,0,0,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,19,0,0,31,0,0,0,0,0,0,0,0,8,1,0,0,0,0,78,0,31,0,0,5,0,0,0,0,0,0,3,0,3,1
Fail,1,1,0,0,0,0,155,3,106,0,0,6,0,0,0,0,19,0,21,0,28,6,0,0,0,0,32,1,15,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fail,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,0,0,0,0,0,89,0,96,0,0,0,0,0,0,0,19,0,17,0,18,9,0,0,0,0,39,0,49,0,0,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,7,0,16,0,2,11,0,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,0,3,0,5,0
Pass,5,0,0,0,0,0,398,0,251,0,4,724,0,35,0,13,140,0,40,0,228,16,0,0,0,0,45,0,92,0,1,502,0,0,0,0,42,0,23,0,0,0,15,0,0,0,66,0,119,0,2,1090,0,0,5,15,524,0,34,0,157,23,12,0,0,3,17,0,83,0,0,1076,0,0,3,15,306,0,5,0,133,15
Fail,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass,1,1,0,0,0,0,1998,2,388,0,0,78,0,0,0,0,57,0,52,0,84,68,0,0,0,0,1991,7,182,0,0,28,0,0,0,0,25,0,19,0,0,0,0,0,0,0,1844,0,382,0,0,51,0,0,0,0,74,0,33,0,47,27,0,0,0,0,995,1,273,0,0,2,0,0,0,0,0,0,27,0,38,5
Pass,2,0,0,0,0,0,580,0,292,0,5,50,0,0,0,0,601,0,64,0,158,7,0,0,3,0,126,0,113,0,4,34,0,0,0,0,2,0,32,0,0,0,0,0,7,0,141,0,153,0,9,42,0,0,0,0,143,0,77,0,61,14,0,0,5,0,56,0,78,0,8,20,0,0,0,0,478,0,62,0,76,1
Pass,1,1,0,0,0,0,87,0,57,0,6,2,0,0,0,0,34,0,2,0,6,3,0,0,0,0,108,0,63,0,0,9,0,0,0,0,22,0,113,0,0,0,0,0,0,0,32,0,29,0,1,10,0,0,0,0,27,0,8,0,13,3,0,0,0,0,112,0,36,0,1,0,0,0,0,0,0,0,21,0,32,5
Pass,4,0,0,0,0,0,151,0,176,0,0,428,0,0,0,0,145,0,29,0,17,22,0,0,0,0,9,0,41,0,0,136,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,27,0,0,137,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,12,0,0,49,0,1,0,0,0,0,1,0,0,1
Pass,4,0,0,0,0,0,33,0,84,0,0,294,0,0,0,0,87,0,0,0,28,19,0,0,0,0,70,0,54,0,0,144,0,0,0,0,0,0,3,0,0,0,0,0,0,0,85,0,66,0,0,64,0,0,0,0,32,0,2,0,7,2,0,0,0,0,48,0,36,0,0,132,0,0,0,0,16,0,2,0,10,6
Pass,6,1,0,0,0,0,0,0,12,0,0,16,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,17,0,23,0,0,0,0,0,0,0,0,0,41,0,0,28,0,0,0,0,47,0,28,0,5,0,0,0,0,0,0,0,28,0,0,57,0,0,0,0,47,0,0,0,9,0
Fail,6,0,0,0,0,0,22,0,19,0,0,6,0,0,0,0,0,0,13,0,18,0,0,0,0,0,0,3,23,0,0,30,0,0,0,0,18,0,1,0,0,0,0,0,0,0,8,2,67,0,0,270,0,0,0,0,177,0,7,0,10,0,0,0,0,0,2,2,21,0,0,132,0,0,0,0,43,0,2,0,0,0
